filepath,category,class,split
data\split\train\flowers\Bergenia\ee386197cb_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\0d502e8827_aug2_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\acb7239e54_aug1_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\2a93562142_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\51b832ac70_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\375f5da16a_aug1_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\b9497edd2f_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\9c90677c41_aug1_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\4a4255adfc_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\13b98648d9_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\c0a291737c_aug2_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\fb4833bfe6_aug0_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\88f69596fa_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\4b2bc825da_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\ca464e47f0_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\36b38f5e26_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\ac3f784e1e_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\d165ba8885_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\fb4833bfe6_aug0_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\d165ba8885_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\af01dd6f83_aug2_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\ca464e47f0_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\c0a291737c_aug2_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\f638b42bec_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\63257acda4_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\5da8916529_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\3970c9c4b8_aug2_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\69b24d9eb1_aug2_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\dca65daaad_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\d165ba8885.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\4a4255adfc_aug0_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\6c84011a08_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\7efe21760a_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\861c137fff_aug2_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\861c137fff_aug0_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\c03fd7b767.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\af097fa14f_aug1_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\af01dd6f83_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\bf9e981080_aug1_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\ee386197cb_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\b841416774_aug0_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\1159814b70_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\1159814b70.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\f638b42bec_aug2_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\9186993299_aug1_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\60148dcee5_aug2_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\ac3f784e1e_aug2_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\8e6ce63432_aug0_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\558616716d_aug1_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\53b9bc8d6f_aug1_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\60148dcee5_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\0d502e8827_aug2_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\0827242102_aug1_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\861c137fff_aug2_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\5da8916529_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\3c444c51fd_aug0_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\690b50fe3c_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\c0a291737c_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\a6bb07f56b_aug1_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\93d71cfdc8_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\0d502e8827_aug1_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\861c137fff_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\3568e9949c_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\63257acda4_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\5da8916529.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\17c23ee63b_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\7efe21760a_aug2_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\690b50fe3c_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\51b832ac70.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\a6bb07f56b_aug1_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\57d56fbaeb_aug0_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\5da8916529_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\da63477962_aug2_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\fb4833bfe6_aug0_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\17c23ee63b_aug2.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\fb4833bfe6_aug1_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\558616716d_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\da63477962_aug2_aug0.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\f638b42bec_aug2_aug1.jpg,flowers,Bergenia,train
data\split\train\flowers\Bergenia\0d502e8827_aug1_aug2.jpg,flowers,Bergenia,train
data\split\val\flowers\Bergenia\375f5da16a_aug1_aug2.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\f7dbd84530_aug2.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\0827242102_aug1.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\4a4255adfc_aug0_aug1.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\7efe21760a_aug2_aug0.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\36b38f5e26_aug2.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\ee386197cb.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\a7ebd49ac8.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\4d84a1d676_aug0_aug2.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\0827242102_aug0_aug2.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\bf9e981080_aug1_aug0.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\0827242102_aug1_aug1.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\af01dd6f83_aug2_aug2.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\88f69596fa_aug1_aug1.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\17c23ee63b_aug1.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\2a93562142_aug2.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\a7ebd49ac8_aug1.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\ca464e47f0_aug0_aug0.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\6c84011a08.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\1d751901fe_aug1_aug2.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\c03fd7b767_aug1_aug2.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\af01dd6f83_aug2_aug0.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\375f5da16a_aug2_aug1.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\0827242102_aug0.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\7efe21760a_aug2_aug2.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\b9497edd2f.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\a6bb07f56b_aug1_aug2.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\28bdf95004_aug0_aug2.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\e5e78494f2_aug1.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\88f69596fa_aug1_aug0.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\fb4833bfe6_aug0.jpg,flowers,Bergenia,val
data\split\val\flowers\Bergenia\558616716d_aug1_aug2.jpg,flowers,Bergenia,val
data\split\test\flowers\Bergenia\558616716d_aug0_aug2.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\28bdf95004_aug0_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\558616716d_aug0_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\375f5da16a_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\60148dcee5_aug2_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\88f69596fa_aug1_aug2.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\13b98648d9_aug2.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\0d502e8827_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\558616716d_aug1_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\30594baa26_aug2_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\e5e78494f2_aug0_aug2.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\36b38f5e26_aug2_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\51b832ac70_aug2_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\6c84011a08_aug2.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\a7ebd49ac8_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\1d751901fe_aug1_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\93d71cfdc8.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\fb4833bfe6_aug1_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\f7dbd84530_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\93d71cfdc8_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\e8ea0bdd00_aug1_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\da63477962_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\b841416774_aug0_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\57d56fbaeb_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\e5e78494f2_aug0_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\0d502e8827_aug2_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\7985d04915_aug1_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\ac3f784e1e_aug1_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\c03fd7b767_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\328853acd2_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\ac3f784e1e_aug2_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\3c444c51fd_aug0_aug2.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\acb7239e54_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\d523678907_aug1_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\997f883334_aug0_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\fb4833bfe6_aug1_aug2.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\a6bb07f56b_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\375f5da16a_aug2_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\d523678907_aug1_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\5da8916529_aug1_aug2.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\328853acd2.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\f638b42bec_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\c03fd7b767_aug1_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\84dbae3a0d_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\1159814b70_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\13b98648d9_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\375f5da16a_aug2_aug2.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\36b38f5e26_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\ac3f784e1e_aug1_aug2.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\84dbae3a0d_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\b9497edd2f_aug1_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\1d751901fe_aug1_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\57d56fbaeb_aug0_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\88f69596fa_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\dca65daaad_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\0d502e8827_aug1_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\baaa77c50e_aug1_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\5da8916529_aug1_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\3568e9949c_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\997f883334_aug0_aug2.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\9c90677c41_aug1_aug1.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\e8ea0bdd00_aug1_aug2.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\69b24d9eb1_aug2.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\997f883334_aug0_aug0.jpg,flowers,Bergenia,test
data\split\test\flowers\Bergenia\b9497edd2f_aug0_aug0.jpg,flowers,Bergenia,test
data\split\train\flowers\Black-eyedSusan\0577561cc2_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\3a9c414595_aug1_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\5e706d4d26_aug2_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\b542223379_aug0_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\afb77d02bf_aug0_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\1c3a84b0bb_aug0_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\05d8abef26.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\be6f9f4c1c_aug1_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\f33a9a3b06_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\8a16a8084b_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\2477056931_aug0_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\eb30e79a56_aug1_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\4faababaaf_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\7ccd40b66d_aug1_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\10a3f88978_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\2eab992bb2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\eb30e79a56_aug1_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\495022ef64_aug0_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\2ab9ce090b_aug2_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\6ef5594941_aug0_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\10a91a51d3_aug1_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\bd965c94a0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\5e78d7a907_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\84cc4b24d6_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\eb30e79a56_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\afb77d02bf_aug0_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\3104876d39_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\d0bf8bb480_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\eb30e79a56.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\df448eec48_aug2_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\2153476907_aug1_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\be6f9f4c1c_aug0_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\b42c2ed818_aug0_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\be6f9f4c1c_aug1_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\2477056931_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\2ab9ce090b.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\6d530fb51b_aug1_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\8e134f9cca_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\70db452811_aug1_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\04f6dec0ab.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\0bf0d9b013_aug1_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\bd965c94a0_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\b73bbe355e_aug0_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\8e134f9cca_aug2_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\6d530fb51b_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\fd2a5039ac_aug1_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\8c7dd2280a_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\01f4400b10_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\01f4400b10_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\01f4400b10.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\deecff194d_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\2477056931_aug0_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\4faababaaf_aug2_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\fcf119a372_aug1_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\439fa04ee0_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\04f6dec0ab_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\4faababaaf.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\2ab9ce090b_aug2_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\495022ef64_aug0_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\df448eec48_aug2_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\ee66b46378.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\6d530fb51b_aug1_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\01f4400b10_aug0_aug0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\b42c2ed818_aug2_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\d0bf8bb480.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\6d530fb51b_aug0_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\04f6dec0ab_aug1_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\a5b26c896b_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\4faababaaf_aug2_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\5e78d7a907.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\eb30e79a56_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\df448eec48_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\ddf281d63f.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\10a3f88978.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\3104876d39_aug1_aug2.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\439fa04ee0.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\1c3a84b0bb_aug0_aug1.jpg,flowers,Black-eyedSusan,train
data\split\train\flowers\Black-eyedSusan\a5b26c896b_aug2_aug0.jpg,flowers,Black-eyedSusan,train
